Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Rp,Mp,Tday,Teq,log10g_p,Period,Transit_Duration,K_mag,Distance,Teff,log10g_s,Transit_Flag,Catalog_Name
HIP 41378 e,,,,0.49,0.0819,,,2.924,131.0,13.007,7.7,106.61,6226.0,4.2,True,nexsci
HIP 41378 f,,,,0.91,0.233,,,2.843,1084.0,18.998,7.7,106.61,6226.0,4.2,True,nexsci
K2-100 b,0.035,0.016,0.052,0.32,0.0396,2271.0,1909.0,2.982,1.6738,1.6056,9.2,190.04,6168.0,4.35,True,nexsci
K2-101 b,,,,0.18,0.0147,,,3.061,14.6773,3.23,10.5,189.33,4819.0,4.66,True,nexsci
K2-102 b,,,,0.12,0.00705,,,3.113,9.9156,2.66,10.6,189.17,4695.0,,True,nexsci
K2-104 b,0.0,0.002,0.015,0.17,0.0142,939.0,789.0,3.06,1.9742,1.27,12.0,190.21,3546.0,,True,nexsci
K2-111 b,0.001,0.003,0.01,0.17,0.02706,1462.0,1230.0,3.366,5.3512,3.38,9.4,201.51,5730.0,4.15,True,nexsci
K2-105 b,0.001,0.005,0.015,0.3,0.09439,1059.0,891.0,3.412,8.2677,3.4622,10.1,199.28,5464.0,4.51,True,nexsci
K2-107 b,0.142,0.072,0.051,1.43,0.84,2146.0,1804.0,3.01,3.314,3.19,11.2,696.95,6061.0,4.04,True,nexsci
K2-108 b,,,,0.48,0.18689,1767.0,1486.0,3.311,4.734,,10.6,484.99,5599.0,4.02,True,nexsci
K2-10 b,0.0,0.002,0.014,0.34,0.08495,862.0,725.0,3.253,19.3044,3.777,10.6,274.48,5620.0,4.5,True,nexsci
K2-110 b,0.0,0.002,0.016,0.23,0.05254,746.0,628.0,3.399,13.8639,3.22,9.6,116.84,4950.0,4.61,True,nexsci
K2-113 b,,,,1.08,1.29,1426.0,1199.0,3.436,5.8177,,11.9,649.75,5660.0,4.27,True,nexsci
K2-114 b,0.0,0.013,0.009,0.95,1.85,858.0,722.0,3.704,11.391,3.9048,12.3,484.8,5044.0,4.54,True,nexsci
K2-115 b,0.0,0.014,0.031,1.08,0.84,805.0,677.0,3.255,20.2726,4.0296,11.7,418.58,5657.0,4.53,True,nexsci
K2-116 b,,,,0.06,0.00081,932.0,783.0,2.718,4.6554,,7.9,49.46,4348.0,4.64,True,nexsci
K2-117 b,,,,0.18,0.015,1125.0,946.0,3.055,1.2916,,10.6,101.95,3778.0,4.75,True,nexsci
K2-117 c,,,,0.18,0.0154,698.0,587.0,3.052,5.444,,10.6,101.95,3778.0,4.75,True,nexsci
K2-118 b,,,,0.23,0.022,468.0,393.0,3.025,50.9209,,11.7,324.7,4726.0,,True,nexsci
K2-119 b,,,,0.23,0.0218,867.0,729.0,3.024,7.7273,,12.2,369.66,4740.0,4.62,True,nexsci
K2-11 b,0.001,0.001,0.003,0.67,0.14,1488.0,1251.0,2.883,39.9377,5.21,11.3,332.46,5433.0,4.56,True,nexsci
K2-120 b,,,,0.18,0.0148,731.0,615.0,3.059,9.5627,,11.4,289.54,4350.0,,True,nexsci
K2-121 b,,,,0.67,0.138,939.0,790.0,2.883,5.1858,,10.6,170.37,4551.0,4.63,True,nexsci
K2-122 b,,,,0.11,0.00606,1060.0,891.0,3.11,2.2193,,9.3,72.19,4027.0,4.68,True,nexsci
K2-123 b,,,,0.25,0.0253,438.0,368.0,3.015,30.9515,,11.1,162.36,4035.0,4.69,True,nexsci
K2-124 b,0.0,0.001,0.028,0.26,0.0275,578.0,486.0,3.007,6.4137,1.68,12.0,140.4,3570.0,4.86,True,nexsci
K2-125 b,,,,0.19,0.017,381.0,320.0,3.049,21.7503,,11.8,124.6,3654.0,,True,nexsci
K2-126 b,,,,0.18,0.0143,783.0,659.0,3.059,7.3857,,9.7,103.29,4339.0,4.66,True,nexsci
K2-127 b,,,,0.75,0.167,1051.0,884.0,2.87,3.5882,,12.8,723.97,4575.0,4.65,True,nexsci
K2-211 b,,,,0.12,0.00775,,,3.104,0.6696,,11.1,274.39,5221.0,4.6,True,nexsci
K2-128 b,,,,0.13,0.00819,957.0,804.0,3.1,5.6758,,9.8,115.01,4470.0,4.7,True,nexsci
K2-129 b,,,,0.09,0.00352,499.0,419.0,3.004,8.2395,,8.9,27.82,3459.0,,True,nexsci
K2-12 b,0.0,0.002,0.019,0.21,0.019,1180.0,993.0,3.037,8.2821,4.18,10.6,329.36,5800.0,4.3,True,nexsci
K2-213 b,,,,0.14,0.00913,,,3.094,8.1309,,10.7,394.05,5794.0,4.25,True,nexsci
K2-130 b,,,,0.11,0.0066,1201.0,1010.0,3.115,2.4941,,9.9,118.41,4356.0,4.62,True,nexsci
K2-131 b,,,,0.15,0.01982,2672.0,2247.0,3.328,0.3693,,10.1,153.7,5245.0,4.61,True,nexsci
K2-132 b,,,,1.3,0.49,1799.0,1513.0,2.857,9.1751,,9.5,620.41,4840.0,3.3,True,nexsci
K2-219 b,,,,0.12,0.0075,,,3.111,3.9013,,10.4,328.42,5753.0,4.23,True,nexsci
K2-133 b,0.0,0.001,0.019,0.12,0.00742,795.0,669.0,3.106,3.0713,1.22,10.3,75.2,3655.0,,True,nexsci
K2-133 c,0.0,0.001,0.023,0.14,0.0101,682.0,574.0,3.088,4.8678,1.62,10.3,75.2,3655.0,,True,nexsci
K2-133 d,0.0,0.001,0.029,0.18,0.0147,520.0,437.0,3.056,11.0245,2.32,10.3,75.2,3655.0,,True,nexsci
K2-219 c,,,,0.13,0.00837,,,3.103,6.6677,,10.4,328.42,5753.0,4.23,True,nexsci
K2-136 b,0.0,0.0,0.022,0.09,0.00295,,553.0,2.975,7.9753,2.54,8.4,59.35,4499.0,4.66,True,nexsci
K2-136 c,0.0,0.003,0.08,0.26,0.0277,612.0,515.0,3.007,17.3071,3.59,8.4,59.35,4499.0,4.66,True,nexsci
K2-174 b,0.0,0.001,0.047,0.23,0.0229,593.0,499.0,3.023,19.5623,5.808,9.5,100.1,4455.0,4.62,True,nexsci
K2-175 b,,,,0.18,0.0151,,,3.053,9.526,,9.2,249.01,5909.0,4.11,True,nexsci
K2-136 d,0.0,0.0,0.018,0.13,0.00849,,373.0,3.102,25.5751,3.12,8.4,59.35,4499.0,4.66,True,nexsci
K2-137 b,0.005,0.003,0.0,0.08,0.5,1744.0,1467.0,5.298,0.1797,0.6288,10.9,99.15,3492.0,4.82,True,nexsci
K2-176 b,,,,0.13,0.0089,,,3.096,5.3294,,10.7,249.01,5428.0,4.63,True,nexsci
K2-138 b,0.002,0.002,0.015,0.14,0.00972,1556.0,1308.0,3.09,2.3532,1.73,10.3,183.0,5378.0,4.59,True,nexsci
K2-138 c,0.002,0.005,0.028,0.23,0.0217,1355.0,1140.0,3.026,3.5599,2.329,10.3,183.0,5378.0,4.59,True,nexsci
K2-178 b,,,,0.32,0.039,,,2.983,8.7478,,10.3,216.08,5525.0,4.55,True,nexsci
K2-179 b,,,,0.22,0.0216,,,3.028,5.1722,,10.6,191.84,5015.0,4.63,True,nexsci
K2-138 d,0.001,0.004,0.03,0.24,0.0238,1179.0,992.0,3.021,5.4048,2.97,10.3,183.0,5378.0,4.59,True,nexsci
K2-138 e,0.0,0.004,0.035,0.29,0.0341,1024.0,861.0,2.99,8.2614,3.063,10.3,183.0,5378.0,4.59,True,nexsci
K2-191 b,,,,0.14,0.00981,,,3.087,2.8586,,11.1,289.57,5176.0,4.57,True,nexsci
K2-202 b,,,,0.2,0.0186,,,3.04,3.4052,,11.0,302.99,5491.0,4.55,True,nexsci
K2-138 f,0.0,0.002,0.025,0.25,0.0261,886.0,745.0,3.012,12.7576,3.19,10.3,183.0,5378.0,4.59,True,nexsci
K2-139 b,0.0,0.012,0.07,0.81,0.387,682.0,573.0,3.162,28.3806,4.89,9.7,154.6,5370.0,4.54,True,nexsci
K2-203 b,,,,0.12,0.00772,,,3.109,9.6951,,10.2,166.93,5000.0,4.43,True,nexsci
K2-221 b,,,,0.15,0.0109,,,3.079,2.3991,,10.9,321.63,5716.0,4.57,True,nexsci
K2-13 b,0.0,0.0,0.012,0.17,0.0133,628.0,528.0,3.062,39.9149,6.34,11.2,345.76,5698.0,4.33,True,nexsci
K2-140 b,0.016,0.062,0.049,1.09,1.019,1242.0,1044.0,3.325,6.5692,4.56,11.0,341.6,5705.0,4.45,True,nexsci
K2-168 b,,,,0.17,0.013,,766.0,3.068,15.8523,,10.5,245.56,5503.0,4.46,True,nexsci
K2-170 b,,,,0.13,0.00817,,,3.099,7.5765,,11.1,397.26,5748.0,4.34,True,nexsci
K2-141 b,0.069,0.018,0.038,0.14,0.01598,2570.0,2161.0,3.337,0.2803,0.94,8.4,61.98,4599.0,4.62,True,nexsci
K2-141 c,,,,0.62,0.02328,,,2.171,7.7485,,8.4,61.98,4599.0,4.62,True,nexsci
K2-146 b,,,,0.18,0.01816,693.0,583.0,3.128,2.6446,,11.4,79.31,3385.0,4.92,True,nexsci
K2-167 b,,,,0.25,0.0262,,,3.01,9.9775,,6.9,81.08,5908.0,3.88,True,nexsci
K2-147 b,,,,0.12,0.0078,1238.0,1041.0,3.106,0.9619,,10.0,88.0,3672.0,4.72,True,nexsci
K2-148 b,,,,0.12,0.00733,871.0,733.0,3.108,4.3839,,10.3,121.0,4079.0,4.65,True,nexsci
K2-148 c,,,,0.15,0.0115,748.0,629.0,3.08,6.9226,,10.3,121.0,4079.0,4.65,True,nexsci
K2-157 b,,,,0.09,0.00371,,,3.017,0.3653,,11.0,300.88,5456.0,4.55,True,nexsci
K2-148 d,,,,0.15,0.0105,667.0,561.0,3.087,9.7579,,10.3,121.0,4079.0,4.65,True,nexsci
K2-149 b,,,,0.15,0.0105,563.0,473.0,3.087,11.332,,10.6,118.0,3745.0,4.71,True,nexsci
K2-14 b,0.0,0.002,0.034,0.43,0.065,582.0,489.0,2.942,8.368,2.08,12.6,367.72,3789.0,4.89,True,nexsci
K2-170 c,,,,0.16,0.0123,,,3.07,12.4,,11.1,397.26,5748.0,4.34,True,nexsci
K2-150 b,,,,0.18,0.0147,494.0,415.0,3.061,10.5936,,11.2,110.0,3499.0,4.82,True,nexsci
K2-151 b,,,,0.13,0.00889,736.0,619.0,3.095,3.8355,,10.1,69.61,3695.0,4.8,True,nexsci
K2-152 b,,,,0.2,0.0184,437.0,368.0,3.04,32.6479,,10.1,108.7,4044.0,4.67,True,nexsci
K2-205 b,,,,0.18,0.0146,,,3.058,26.6723,,10.9,409.95,5890.0,4.25,True,nexsci
K2-153 b,,,,0.18,0.0147,648.0,545.0,3.061,7.5157,,11.2,143.6,3845.0,4.73,True,nexsci
K2-154 b,,,,0.18,0.0145,927.0,779.0,3.055,3.6763,,10.4,129.8,4097.0,4.65,True,nexsci
K2-154 c,,,,0.18,0.0155,717.0,603.0,3.05,7.9549,,10.4,129.8,4097.0,4.65,True,nexsci
K2-206 b,,,,0.25,0.0259,,,3.015,18.2945,,10.9,246.14,5043.0,4.46,True,nexsci
K2-155 b,0.0,0.002,0.034,0.16,0.0123,784.0,660.0,3.07,6.342,2.4096,9.5,82.0,4258.0,4.6,True,nexsci
K2-155 c,0.0,0.002,0.052,0.23,0.0229,605.0,508.0,3.023,13.85,3.528,9.5,82.0,4258.0,4.6,True,nexsci
K2-155 d,0.0,0.0,0.027,0.17,0.0134,423.0,355.0,3.06,40.718,4.464,9.5,82.0,4258.0,4.6,True,nexsci
K2-172 b,,,,0.15,0.0107,,,3.077,14.3169,,10.7,251.51,5569.0,4.61,True,nexsci
K2-156 b,,,,0.1,0.00505,1754.0,1475.0,3.072,0.8131,,10.4,150.4,4597.0,4.62,True,nexsci
K2-158 b,,,,0.24,0.0235,1033.0,868.0,3.019,10.0605,,10.0,198.2,5503.0,4.45,True,nexsci
K2-158 c,,,,0.11,0.00687,1233.0,1037.0,3.117,5.9028,,10.0,198.2,5503.0,4.45,True,nexsci
K2-172 c,,,,0.29,0.0326,,,2.995,29.6268,,10.7,251.51,5569.0,4.61,True,nexsci
K2-159 b,,,,0.2,0.018,890.0,749.0,3.039,12.4221,,10.0,171.9,5425.0,4.56,True,nexsci
K2-15 b,0.0,0.001,0.01,0.22,0.0211,804.0,676.0,3.03,11.8104,2.52,12.5,501.03,5131.0,4.57,True,nexsci
K2-160 b,,,,0.28,0.0322,,,2.995,3.7059,,11.0,318.19,5649.0,4.61,True,nexsci
K2-161 b,,,,0.55,0.0978,,,2.91,9.2832,,10.3,941.09,4972.0,3.63,True,nexsci
K2-162 b,,,,0.13,0.00839,818.0,688.0,3.104,9.4589,,9.9,125.1,4842.0,4.63,True,nexsci
K2-163 b,,,,0.22,0.0209,,,3.03,6.6731,,10.6,209.67,4937.0,4.71,True,nexsci
K2-164 b,,,,0.29,0.0334,,,2.993,17.3551,,9.8,379.64,5791.0,3.81,True,nexsci
K2-165 b,,,,0.11,0.00682,,,3.114,2.355,,9.5,135.1,5185.0,4.46,True,nexsci
K2-165 c,,,,0.14,0.00955,,,3.088,4.3827,,9.5,135.1,5185.0,4.46,True,nexsci
K2-166 b,,,,0.2,0.0171,1472.0,1237.0,3.047,8.5269,,10.6,481.0,5943.0,4.09,True,nexsci
K2-16 b,0.0,0.001,0.013,0.18,0.0149,777.0,653.0,3.057,7.6188,2.24,12.1,338.19,4761.0,4.63,True,nexsci
K2-16 c,0.0,0.0,0.015,0.23,0.022,572.0,481.0,3.025,19.0786,3.01,12.1,338.19,4761.0,4.63,True,nexsci
K2-208 b,,,,0.15,0.0109,,,3.079,4.1909,,10.7,258.76,5582.0,4.62,True,nexsci
K2-17 b,0.0,0.0,0.019,0.2,0.0176,583.0,491.0,3.042,17.9675,2.76,10.3,125.56,4320.0,4.8,True,nexsci
K2-180 b,,,,0.21,0.0187,950.0,799.0,3.038,8.8672,,10.7,204.51,5358.0,4.58,True,nexsci
K2-185 b,,,,0.12,0.00717,,,3.113,10.6166,,10.7,270.41,5722.0,4.58,True,nexsci
K2-186 b,,,,0.28,0.0321,,,2.997,41.4742,,10.8,333.84,5784.0,4.45,True,nexsci
K2-181 b,,,,0.25,0.0266,1252.0,1053.0,3.013,6.8943,,11.0,364.82,5608.0,4.38,True,nexsci
K2-182 b,,,,0.25,0.0253,1152.0,969.0,3.015,4.7368,,9.9,155.9,5165.0,4.58,True,nexsci
K2-183 b,,,,0.23,0.0229,,,3.023,0.4693,,11.0,331.77,5519.0,4.43,True,nexsci
K2-209 b,,,,0.08,0.00184,,,2.886,2.0806,,8.6,76.67,4720.0,4.46,True,nexsci
K2-183 c,,,,0.26,0.0271,1021.0,859.0,3.011,10.7926,,11.0,331.77,5519.0,4.43,True,nexsci
K2-183 d,,,,0.26,0.0269,798.0,671.0,3.011,22.632,,11.0,331.77,5519.0,4.43,True,nexsci
K2-184 b,,,,0.14,0.00951,754.0,634.0,3.093,16.9957,,8.4,75.79,5220.0,4.59,True,nexsci
K2-190 c,,,,0.1,0.00421,,,3.036,21.574,,9.4,161.42,5631.0,4.38,True,nexsci
K2-187 b,,,,0.12,0.00705,2355.0,1981.0,3.113,0.7739,,11.2,333.51,5484.0,4.5,True,nexsci
K2-187 c,,,,0.16,0.0123,1523.0,1281.0,3.07,2.872,,11.2,333.51,5484.0,4.5,True,nexsci
K2-187 d,,,,0.28,0.032,1124.0,945.0,2.996,7.1492,,11.2,333.51,5484.0,4.5,True,nexsci
K2-18 b,0.0,0.0,0.04,0.21,0.02807,336.0,282.0,3.194,32.9396,2.682,8.9,38.07,3457.0,4.86,True,nexsci
K2-187 e,,,,0.21,0.0197,907.0,763.0,3.036,13.6099,,11.2,333.51,5484.0,4.5,True,nexsci
K2-188 b,,,,0.12,0.00752,2199.0,1849.0,3.112,1.7422,,11.1,452.9,5977.0,4.31,True,nexsci
K2-188 c,,,,0.25,0.0264,1334.0,1122.0,3.013,7.8103,,11.1,452.9,5977.0,4.31,True,nexsci
K2-189 b,,,,0.14,0.0092,1554.0,1306.0,3.091,2.5883,,10.6,243.93,5519.0,4.53,True,nexsci
K2-189 c,,,,0.22,0.0214,1132.0,952.0,3.028,6.6792,,10.6,243.93,5519.0,4.53,True,nexsci
K2-192 b,,,,0.14,0.0092,1218.0,1024.0,3.091,4.1628,,10.7,223.99,5222.0,4.57,True,nexsci
K2-193 b,,,,0.35,0.0465,960.0,807.0,2.969,14.7869,,11.5,416.91,5817.0,4.46,True,nexsci
K2-194 b,,,,0.33,0.0405,,,2.978,39.7214,,11.6,640.65,5979.0,4.21,True,nexsci
K2-195 b,,,,0.28,0.0313,938.0,789.0,2.999,15.853,,10.9,317.83,5713.0,4.42,True,nexsci
K2-196 b,,,,0.32,0.0397,,,2.98,48.3242,,10.6,594.09,6045.0,4.08,True,nexsci
K2-195 c,,,,0.23,0.0225,,,3.023,28.4828,,10.9,317.83,5713.0,4.42,True,nexsci
K2-197 b,,,,0.23,0.0223,1104.0,928.0,3.027,8.3579,,10.5,249.59,5667.0,4.5,True,nexsci
K2-199 b,,,,0.17,0.0131,1120.0,942.0,3.066,3.2253,,9.6,107.97,4648.0,4.64,True,nexsci
K2-201 b,,,,0.13,0.008,,,3.103,1.0598,,10.2,199.05,5507.0,4.68,True,nexsci
K2-199 c,,,,0.25,0.0256,850.0,715.0,3.014,7.3747,,9.6,107.97,4648.0,4.64,True,nexsci
K2-19 b,0.002,0.018,0.124,0.69,0.08967,1062.0,893.0,2.668,7.9194,3.237,11.2,292.14,5430.0,4.63,True,nexsci
K2-19 c,0.0,0.005,0.052,0.43,0.05003,927.0,779.0,2.818,11.9071,3.823,11.2,292.14,5430.0,4.63,True,nexsci
K2-200 b,,,,0.12,0.00766,,,3.106,2.8499,,10.4,185.09,5233.0,4.71,True,nexsci
K2-19 d,0.001,0.001,0.001,0.1,0.04405,1557.0,1309.0,4.021,2.5086,1.93,11.2,292.14,5430.0,4.63,True,nexsci
K2-212 b,,,,0.23,0.0217,705.0,593.0,3.026,9.7955,,9.9,109.32,4272.0,4.64,True,nexsci
K2-214 b,,,,0.22,0.0204,1310.0,1102.0,3.031,8.5968,,10.2,303.28,5854.0,4.25,True,nexsci
K2-215 b,,,,0.19,0.0162,,,3.051,8.2696,,11.3,408.67,5704.0,4.41,True,nexsci
K2-216 b,0.002,0.004,0.013,0.16,0.02517,1309.0,1101.0,3.409,2.1748,1.84,9.7,115.84,4503.0,4.57,True,nexsci
K2-217 b,,,,0.32,0.0393,,,2.981,14.0745,,10.7,386.01,5967.0,4.17,True,nexsci
K2-21 b,0.0,0.001,0.026,0.16,0.0127,708.0,595.0,3.068,9.325,2.372,9.4,83.85,4222.0,4.83,True,nexsci
K2-21 c,0.0,0.001,0.032,0.22,0.0213,597.0,502.0,3.03,15.5019,2.333,9.4,83.85,4222.0,4.83,True,nexsci
K2-220 b,,,,0.21,0.0198,987.0,830.0,3.034,13.6833,,10.2,234.92,5660.0,4.4,True,nexsci
K2-222 b,,,,0.21,0.0198,1042.0,876.0,3.034,15.3871,,8.1,101.59,6058.0,4.37,True,nexsci
K2-223 b,,,,0.08,0.00201,2954.0,2484.0,2.902,0.5057,,9.8,201.1,5835.0,4.48,True,nexsci
K2-223 c,,,,0.14,0.00972,1421.0,1195.0,3.09,4.5633,,9.8,201.1,5835.0,4.48,True,nexsci
K2-224 b,,,,0.14,0.00961,1300.0,1093.0,3.091,4.479,,10.9,277.7,5620.0,4.55,True,nexsci
K2-224 c,,,,0.21,0.0201,992.0,834.0,3.033,10.0949,,10.9,277.7,5620.0,4.55,True,nexsci
K2-227 b,,,,0.15,0.0107,,,3.077,13.6218,,10.0,188.22,5673.0,4.58,True,nexsci
K2-225 b,,,,0.31,0.0377,1173.0,986.0,2.985,15.8721,,10.0,360.3,5742.0,4.08,True,nexsci
K2-226 b,,,,0.14,0.0094,1460.0,1228.0,3.094,3.2711,,10.2,211.2,5424.0,4.47,True,nexsci
K2-228 b,,,,0.11,0.00606,1186.0,997.0,3.11,2.6983,,10.3,142.4,4715.0,4.66,True,nexsci
K2-229 b,,,,0.1,0.00783,2367.0,1990.0,3.271,0.5843,,9.1,103.8,5315.0,4.59,True,nexsci
K2-229 c,,,,0.18,0.06702,977.0,821.0,3.705,8.3273,,9.1,103.8,5315.0,4.59,True,nexsci
K2-22 b,0.013,0.007,0.0,0.22,1.4,1768.0,1486.0,4.844,0.3811,0.651,11.9,245.53,3830.0,4.65,True,nexsci
K2-230 b,,,,0.17,0.0142,1987.0,1671.0,3.06,2.8604,,11.3,548.9,5945.0,4.2,True,nexsci
K2-231 b,,,,0.22,0.0214,,,3.028,13.8419,2.94,10.9,295.0,5695.0,4.48,True,nexsci
K2-232 b,0.019,0.103,0.226,1.0,0.398,1181.0,993.0,2.994,11.1685,5.0302,8.4,131.21,6154.0,4.38,True,nexsci
K2-233 b,0.002,0.005,0.039,0.13,0.00798,1341.0,1127.0,3.102,2.4675,1.969,8.4,67.64,4950.0,4.71,True,nexsci
K2-233 c,0.0,0.002,0.03,0.12,0.00738,944.0,794.0,3.111,7.0614,2.65,8.4,67.64,4950.0,4.71,True,nexsci
K2-233 d,0.0,0.002,0.058,0.24,0.0235,625.0,525.0,3.019,24.3662,3.808,8.4,67.64,4950.0,4.71,True,nexsci
K2-237 b,0.535,0.257,0.143,1.64,1.236,2187.0,1839.0,3.055,2.1806,3.0024,10.2,309.5,6099.0,4.27,True,nexsci
K2-238 b,,,,1.3,0.86,1898.0,1596.0,3.101,3.2047,,12.0,453.0,5630.0,4.11,True,nexsci
K2-239 b,0.0,0.0,0.026,0.1,0.0043,560.0,471.0,3.045,5.24,1.4664,10.0,49.0,3420.0,4.9,True,nexsci
K2-239 c,0.0,0.0,0.022,0.09,0.00306,490.0,412.0,2.981,7.775,1.248,10.0,49.0,3420.0,4.9,True,nexsci
K2-239 d,0.0,0.0,0.023,0.1,0.0043,450.0,378.0,3.045,10.115,1.8384,10.0,49.0,3420.0,4.9,True,nexsci
K2-240 b,0.0,0.002,0.037,0.18,0.0147,709.0,596.0,3.061,6.034,2.1528,9.6,70.0,3810.0,4.7,True,nexsci
K2-240 c,0.0,0.0,0.027,0.16,0.0123,472.0,397.0,3.07,20.523,3.192,9.6,70.0,3810.0,4.7,True,nexsci
K2-241 b,,,,0.23,0.0221,660.0,555.0,3.027,26.8199,,9.9,149.6,5262.0,4.54,True,nexsci
K2-242 b,,,,0.23,0.022,543.0,456.0,3.025,6.5139,,11.8,109.6,3459.0,4.89,True,nexsci
K2-243 b,,,,0.19,0.0168,1347.0,1133.0,3.044,11.5418,,9.6,269.2,6570.0,4.26,True,nexsci
K2-243 c,,,,0.18,0.0148,1042.0,876.0,3.059,24.946,,9.6,269.2,6570.0,4.26,True,nexsci
K2-244 b,,,,0.16,0.0117,829.0,697.0,3.076,21.0688,,10.2,214.0,5677.0,4.44,True,nexsci
K2-245 b,,,,0.39,0.0546,1199.0,1009.0,2.956,11.8931,,11.2,463.4,5793.0,4.16,True,nexsci
K2-246 b,,,,0.31,0.0377,1271.0,1069.0,2.985,5.7692,,12.8,723.1,5610.0,4.43,True,nexsci
K2-247 b,,,,0.19,0.0162,1275.0,1072.0,3.051,2.2502,,11.6,260.2,4667.0,4.63,True,nexsci
K2-247 c,,,,0.2,0.0171,896.0,754.0,3.047,6.4942,,11.6,260.2,4667.0,4.63,True,nexsci
K2-248 b,,,,0.23,0.0224,1150.0,967.0,3.025,7.1726,,11.6,410.5,5528.0,4.45,True,nexsci
K2-249 b,,,,0.25,0.0258,1377.0,1158.0,3.013,12.409,,10.9,528.3,6504.0,4.16,True,nexsci
K2-24 b,0.0,0.008,0.094,0.48,0.05978,885.0,744.0,2.805,20.8898,5.498,9.2,171.39,5625.0,4.29,True,nexsci
K2-24 c,0.0,0.007,0.265,0.67,0.04845,699.0,588.0,2.429,42.3391,6.498,9.2,171.39,5625.0,4.29,True,nexsci
K2-250 b,,,,0.22,0.0205,1246.0,1048.0,3.029,4.0146,,12.0,417.6,5172.0,4.53,True,nexsci
K2-251 b,,,,0.21,0.0193,566.0,476.0,3.035,9.3008,,11.5,147.7,3717.0,4.76,True,nexsci
K2-252 b,,,,0.15,0.0116,829.0,697.0,3.078,13.8151,,10.7,229.9,5152.0,4.5,True,nexsci
K2-254 b,,,,0.14,0.0104,1027.0,863.0,3.089,4.0964,,11.3,229.4,4629.0,4.64,True,nexsci
K2-254 c,,,,0.2,0.0171,715.0,601.0,3.047,12.1184,,11.3,229.4,4629.0,4.64,True,nexsci
K2-255 b,,,,0.26,0.0275,1346.0,1132.0,3.007,1.9642,,10.8,192.4,4676.0,4.62,True,nexsci
K2-256 b,,,,0.23,0.0233,1099.0,924.0,3.019,5.5201,,12.8,580.5,5219.0,4.58,True,nexsci
K2-257 b,,,,0.07,0.00157,1028.0,864.0,2.852,1.6059,,9.7,64.1,3725.0,4.76,True,nexsci
K2-258 b,,,,0.27,0.0292,1080.0,908.0,3.003,19.0921,,11.8,675.2,6351.0,4.29,True,nexsci
K2-259 b,,,,0.21,0.0189,1036.0,871.0,3.039,15.4804,,11.1,422.1,6059.0,4.39,True,nexsci
K2-25 b,,,,0.31,0.0366,,,2.986,3.4846,0.79,10.4,45.01,3180.0,,True,nexsci
K2-260 b,0.32,0.131,0.06,1.55,1.42,2361.0,1986.0,3.165,2.6267,4.1676,11.1,676.32,6367.0,4.15,True,nexsci
K2-261 b,0.013,0.042,0.108,0.85,0.223,1277.0,1074.0,2.884,11.6334,5.112,8.9,214.58,5537.0,4.21,True,nexsci
K2-263 b,0.0,0.0,0.008,0.21,0.04657,559.0,470.0,3.397,50.8189,3.4872,9.7,163.23,5368.0,4.51,True,nexsci
K2-264 b,0.0,0.001,0.015,0.2,0.0176,642.0,540.0,3.042,5.84,1.884,12.2,187.0,3660.0,4.78,True,nexsci
K2-264 c,0.0,0.0,0.014,0.24,0.0239,428.0,360.0,3.019,19.6603,2.618,12.2,187.0,3660.0,4.78,True,nexsci
K2-265 b,0.004,0.004,0.014,0.15,0.02058,1692.0,1423.0,3.338,2.3692,2.266,9.3,139.22,5477.0,4.42,True,nexsci
K2-266 b,0.034,0.021,0.056,0.29,0.03545,1799.0,1513.0,3.007,0.6585,0.3334,8.9,77.16,4285.0,4.58,True,nexsci
K2-266 c,0.0,0.0,0.025,0.06,0.00091,789.0,663.0,2.755,7.814,2.256,8.9,77.16,4285.0,4.58,True,nexsci
K2-266 d,0.0,0.002,0.056,0.26,0.028,639.0,537.0,3.008,14.697,3.408,8.9,77.16,4285.0,4.58,True,nexsci
K2-266 e,0.0,0.001,0.027,0.24,0.04499,582.0,489.0,3.273,19.482,3.6648,8.9,77.16,4285.0,4.58,True,nexsci
K2-268 b,,,,0.13,0.00809,1463.0,1230.0,3.101,2.1519,,11.6,331.46,5068.0,4.59,True,nexsci
K2-268 c,,,,0.24,0.0242,897.0,754.0,3.018,9.3268,,11.6,331.46,5068.0,4.59,True,nexsci
K2-269 b,,,,0.14,0.00972,1861.0,1565.0,3.09,4.145,,10.2,362.07,6209.0,4.18,True,nexsci
K2-26 b,0.0,0.001,0.04,0.24,0.0239,505.0,424.0,3.019,14.5665,4.75,10.5,99.33,3785.0,4.75,True,nexsci
K2-270 b,,,,0.12,0.0078,1561.0,1313.0,3.106,1.5431,,11.4,283.53,4877.0,4.59,True,nexsci
K2-270 c,,,,0.26,0.0283,1101.0,926.0,3.006,4.4,,11.4,283.53,4877.0,4.59,True,nexsci
K2-271 b,,,,0.65,0.131,1161.0,976.0,2.887,8.5624,,12.2,571.47,5644.0,4.37,True,nexsci
K2-272 b,,,,0.26,0.0277,851.0,715.0,3.007,14.4535,,12.0,426.57,5419.0,4.53,True,nexsci
K2-273 b,,,,0.39,0.0563,876.0,736.0,2.954,11.7163,,11.3,310.6,5200.0,4.55,True,nexsci
